age,duration_latest,count_call_current,days_last_campaign,count_call_previous,evr_quarterly,cpi_monthly,cci_monthly,type_employment,highest_educ,month_last_contacted,Response,civil_status_Cat_1_m***d,civil_status_Cat_2_s***e,civil_status_Cat_3_u***n,home_loan_Cat_1_u***n,home_loan_Cat_2_y***s,personal_loan_Cat_1_u***n,personal_loan_Cat_2_y***s,contact_medium_Cat_1_t***e,dow_last_contacted_Cat_1_m***n,dow_last_contacted_Cat_2_t***u,dow_last_contacted_Cat_3_t***e,dow_last_contacted_Cat_4_w***d,credit_facility_Cat_1_u***n,credit_facility_Cat_2_y***s,previous_campaign_Cat_1_n***t,previous_campaign_Cat_2_s***s
29,7.980772236350328,0.5548258291803478,0,0,1.1,93.994,-36.4,0.10754749869269653,0.14285714285714285,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,9.277271702960473,0.5548258291803478,0,0,1.4,93.444,-36.1,0.11289674568099639,0.13615205585725368,0.10668207202002696,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,8.707442224248156,0.778381109247145,0,0,1.4,93.918,-42.7,0.06961058793586154,0.07805255023183925,0.09012244897959183,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
51,9.521298318483737,0.5548258291803478,0,0,1.4,94.465,-41.8,0.10754749869269653,0.08252674477840041,0.10486891385767791,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
39,5.1428256984931116,0.5548258291803478,0,0,1.1,93.994,-36.4,0.08280254777070063,0.1093011688634668,0.06405997103671522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
33,8.514574034494611,0.5548258291803478,0,1,-1.8,92.893,-46.2,0.06961058793586154,0.10416076988395132,0.06405997103671522,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8.297658465371956,0.0,0,0,1.1,93.994,-36.4,0.10754749869269653,0.11116071428571428,0.06405997103671522,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
88,7.40829174951158,0.778381109247145,0,0,-1.8,92.843,-50.0,0.2544338335607094,0.10416076988395132,0.5142231947483589,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
26,8.012160572174611,0.0,0,0,-1.8,92.893,-46.2,0.06961058793586154,0.07805255023183925,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
43,9.766348819149439,0.0,0,0,-1.8,92.893,-46.2,0.06961058793586154,0.10416076988395132,0.06405997103671522,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
51,7.114038955687127,0.0,0,0,1.1,93.994,-36.4,0.12959621024137152,0.08252674477840041,0.06405997103671522,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
59,6.8406173293527885,0.0,0,0,1.1,93.994,-36.4,0.12959621024137152,0.11116071428571428,0.06405997103671522,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53,7.667815145441195,0.5548258291803478,0,0,1.1,93.994,-36.4,0.1430274135876043,0.07805255023183925,0.06405997103671522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
50,7.972857350485341,0.5548258291803478,0,0,-1.8,92.893,-46.2,0.06961058793586154,0.10416076988395132,0.06405997103671522,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
46,9.483655873252193,0.0,0,0,1.4,93.918,-42.7,0.10654827968923418,0.10416076988395132,0.09012244897959183,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
47,5.901223312794885,0.0,0,0,1.4,93.444,-36.1,0.06961058793586154,0.10416076988395132,0.10668207202002696,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
42,8.372216123026883,0.9861469659570709,0,0,1.4,94.465,-41.8,0.06961058793586154,0.07805255023183925,0.10486891385767791,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
35,4.0796936209353305,1.2714586748663954,0,0,1.4,93.444,-36.1,0.10754749869269653,0.13615205585725368,0.10668207202002696,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
54,7.565712461313149,0.0,0,1,-2.9,92.201,-31.4,0.12959621024137152,0.13615205585725368,0.10668207202002696,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,7.006366211493945,0.5548258291803478,0,0,1.4,93.918,-42.7,0.06961058793586154,0.07805255023183925,0.09012244897959183,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,6.193090928895059,0.0,0,0,1.1,93.994,-36.4,0.06961058793586154,0.14285714285714285,0.06405997103671522,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
58,8.695835324266719,0.5548258291803478,0,1,-1.8,92.893,-46.2,0.2544338335607094,0.10416076988395132,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,11.667930938144842,0.5548258291803478,0,0,-0.1,93.2,-42.0,0.10754749869269653,0.1093011688634668,0.1022400919012062,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35,9.930462816894163,0.5548258291803478,0,0,1.1,93.994,-36.4,0.06961058793586154,0.11116071428571428,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
37,3.839881890054515,0.5548258291803478,0,0,-1.8,92.893,-46.2,0.06961058793586154,0.07805255023183925,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,7.940920489946561,0.9861469659570709,0,0,1.4,94.465,-41.8,0.12959621024137152,0.07805255023183925,0.10486891385767791,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
42,5.348329749946872,0.5548258291803478,0,0,-0.1,93.2,-42.0,0.11289674568099639,0.1093011688634668,0.1022400919012062,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
55,8.77029233950494,0.0,0,0,1.4,93.918,-42.7,0.07694601849090367,0.1093011688634668,0.09012244897959183,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35,7.685888616438326,0.0,0,0,1.4,93.444,-36.1,0.10754749869269653,0.13615205585725368,0.10668207202002696,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
36,7.114038955687127,0.778381109247145,0,0,1.1,93.994,-36.4,0.06961058793586154,0.14285714285714285,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
28,8.713224593208846,0.0,0,0,1.4,94.465,-41.8,0.11289674568099639,0.13615205585725368,0.10486891385767791,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
44,3.5603497145623972,1.0447286486013656,0,0,-1.8,92.893,-46.2,0.12959621024137152,0.11116071428571428,0.06405997103671522,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
38,6.731794059723926,0.778381109247145,0,0,1.1,93.994,-36.4,0.06961058793586154,0.08252674477840041,0.06405997103671522,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,6.800461960875629,0.90402589939525,0,0,1.4,93.444,-36.1,0.10754749869269653,0.11116071428571428,0.10668207202002696,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,9.18869895842961,0.5548258291803478,0,0,1.4,93.444,-36.1,0.1430274135876043,0.13615205585725368,0.10668207202002696,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
39,7.40829174951158,0.778381109247145,0,0,1.4,93.918,-42.7,0.10754749869269653,0.1093011688634668,0.09012244897959183,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,7.9965202465469885,0.0,0,0,-1.8,93.075,-47.1,0.11289674568099639,0.13615205585725368,0.20618556701030927,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,6.464117410196854,0.0,0,0,-0.1,93.2,-42.0,0.12959621024137152,0.1093011688634668,0.1022400919012062,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41,7.303874848337398,0.90402589939525,0,0,1.4,94.465,-41.8,0.10205761316872428,0.07805255023183925,0.10486891385767791,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,7.102337526470398,0.778381109247145,0,0,1.1,93.994,-36.4,0.06961058793586154,0.07805255023183925,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
53,6.587341169442355,0.5548258291803478,0,0,1.1,93.994,-36.4,0.12959621024137152,0.07805255023183925,0.06405997103671522,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,7.32515953407167,0.90402589939525,0,0,1.1,93.994,-36.4,0.12959621024137152,0.13615205585725368,0.06405997103671522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
48,10.223953655339932,0.778381109247145,0,0,1.1,93.994,-36.4,0.10754749869269653,0.14285714285714285,0.06405997103671522,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47,10.169788973520987,0.9861469659570709,0,0,1.4,94.465,-41.8,0.06961058793586154,0.14285714285714285,0.10486891385767791,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
52,6.880026866698688,0.0,0,0,1.4,93.444,-36.1,0.10754749869269653,0.11116071428571428,0.10668207202002696,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
53,8.741928513566634,1.1238078248658743,0,0,-0.1,93.2,-42.0,0.12959621024137152,0.13615205585725368,0.1022400919012062,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
47,3.774246665317185,0.0,0,0,-1.8,92.893,-46.2,0.06961058793586154,0.08252674477840041,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
38,5.837362416054056,0.5548258291803478,0,0,-0.1,93.2,-42.0,0.12959621024137152,0.13615205585725368,0.1022400919012062,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
27,8.088800544237222,0.5548258291803478,0,1,-1.7,94.055,-39.8,0.12959621024137152,0.13615205585725368,0.10486891385767791,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8.004353771243867,0.0,0,0,1.1,93.994,-36.4,0.06961058793586154,0.10416076988395132,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
56,7.850711295871565,1.1238078248658743,0,0,1.4,93.918,-42.7,0.06961058793586154,0.07805255023183925,0.09012244897959183,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
38,6.281704583508327,0.5548258291803478,0,0,1.4,93.918,-42.7,0.06961058793586154,0.1093011688634668,0.09012244897959183,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
33,7.7304455491519795,0.0,0,0,-1.8,92.893,-46.2,0.06961058793586154,0.1093011688634668,0.06405997103671522,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57,6.383203237500415,0.0,0,0,-1.8,93.075,-47.1,0.11289674568099639,0.13615205585725368,0.20618556701030927,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
35,8.880512359563538,0.0,0,0,-1.8,92.893,-46.2,0.06961058793586154,0.07805255023183925,0.06405997103671522,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
54,8.162969287248227,0.5548258291803478,0,0,1.1,93.994,-36.4,0.2544338335607094,0.10416076988395132,0.06405997103671522,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
51,6.229000699499719,0.0,0,0,1.1,93.994,-36.4,0.2544338335607094,0.07805255023183925,0.06405997103671522,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
48,7.791379074109545,0.5548258291803478,0,0,1.4,93.444,-36.1,0.12959621024137152,0.13615205585725368,0.10668207202002696,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
41,6.786905809879891,0.0,0,1,-1.8,93.075,-47.1,0.1430274135876043,0.07805255023183925,0.20618556701030927,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60,10.176220141684514,0.778381109247145,0,0,1.4,93.444,-36.1,0.2544338335607094,0.07805255023183925,0.10668207202002696,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
56,5.901223312794885,0.0,0,0,1.4,94.465,-41.8,0.08280254777070063,0.13615205585725368,0.10486891385767791,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33,8.36553558615996,1.175493742682417,0,0,1.4,93.918,-42.7,0.12959621024137152,0.13615205585725368,0.09012244897959183,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,10.000155692922462,0.5548258291803478,0,1,-1.8,92.893,-46.2,0.06961058793586154,0.07805255023183925,0.06405997103671522,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,5.203853981211152,0.5548258291803478,0,0,1.4,93.918,-42.7,0.10754749869269653,0.11116071428571428,0.09012244897959183,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
39,9.537848390389279,0.5548258291803478,0,0,-3.4,92.379,-29.8,0.08280254777070063,0.08252674477840041,0.45397489539748953,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
56,8.842506866255894,0.778381109247145,0,0,1.4,93.918,-42.7,0.10754749869269653,0.13615205585725368,0.09012244897959183,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
35,8.463798765907647,0.0,0,0,1.4,94.465,-41.8,0.10754749869269653,0.14285714285714285,0.10486891385767791,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
38,10.799490137092873,0.0,0,1,-1.8,93.075,-47.1,0.12959621024137152,0.08252674477840041,0.20618556701030927,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
47,8.378877650156033,0.0,0,0,-1.8,92.893,-46.2,0.07694601849090367,0.08252674477840041,0.06405997103671522,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
45,7.546635331033776,0.778381109247145,0,0,1.4,93.918,-42.7,0.06961058793586154,0.10416076988395132,0.09012244897959183,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
29,7.658723446203586,0.9861469659570709,0,0,1.4,93.444,-36.1,0.12959621024137152,0.13615205585725368,0.10668207202002696,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
23,10.412491752987554,0.778381109247145,1,3,-2.9,92.201,-31.4,0.3177441540577717,0.1093011688634668,0.10668207202002696,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43,6.5572133593805715,0.5548258291803478,0,0,1.4,94.465,-41.8,0.10754749869269653,0.11116071428571428,0.10486891385767791,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
57,5.922061833690446,0.778381109247145,0,0,1.4,94.465,-41.8,0.2544338335607094,0.10416076988395132,0.10486891385767791,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
54,8.311392709388702,0.0,0,0,1.4,93.444,-36.1,0.10654827968923418,0.13615205585725368,0.10668207202002696,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
40,11.253898131793717,0.5548258291803478,0,0,-0.1,93.2,-42.0,0.06961058793586154,0.10416076988395132,0.1022400919012062,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,7.32515953407167,0.0,0,0,-1.7,94.055,-39.8,0.07694601849090367,0.07805255023183925,0.10486891385767791,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
35,5.348329749946872,0.5548258291803478,0,0,-1.8,92.893,-46.2,0.10654827968923418,0.13615205585725368,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,7.0428588585783745,0.5548258291803478,1,1,-2.9,92.201,-31.4,0.12959621024137152,0.1093011688634668,0.10668207202002696,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
44,10.459026614154906,0.0,0,0,1.1,93.994,-36.4,0.12959621024137152,0.1093011688634668,0.06405997103671522,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
38,7.227702407407522,0.5548258291803478,0,0,1.4,93.918,-42.7,0.06961058793586154,0.07805255023183925,0.09012244897959183,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
56,9.951569964624777,1.0889861982510358,0,0,-1.8,92.893,-46.2,0.07694601849090367,0.1093011688634668,0.06405997103671522,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,9.397917692504834,0.0,0,0,1.4,93.918,-42.7,0.06961058793586154,0.11116071428571428,0.09012244897959183,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
39,8.14096800781248,0.0,0,0,-1.8,92.893,-46.2,0.06961058793586154,0.1093011688634668,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
37,9.179187395968947,0.0,0,0,-0.1,93.2,-42.0,0.12959621024137152,0.13615205585725368,0.1022400919012062,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
46,7.171615076655679,0.5548258291803478,0,0,1.4,93.444,-36.1,0.10754749869269653,0.11116071428571428,0.10668207202002696,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,10.591168615528584,1.175493742682417,0,0,1.4,93.918,-42.7,0.10754749869269653,0.11116071428571428,0.09012244897959183,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
41,5.4565120946369445,0.0,0,0,-1.8,92.893,-46.2,0.07694601849090367,0.1093011688634668,0.06405997103671522,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
42,8.3588359229179,0.778381109247145,0,0,1.4,93.918,-42.7,0.06961058793586154,0.08252674477840041,0.09012244897959183,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
28,7.507982558011939,0.0,1,1,-1.8,92.893,-46.2,0.10754749869269653,0.11116071428571428,0.06405997103671522,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33,6.800461960875629,0.5548258291803478,0,0,1.1,93.994,-36.4,0.10754749869269653,0.1093011688634668,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,5.837362416054056,0.0,0,0,1.4,94.465,-41.8,0.12959621024137152,0.13615205585725368,0.10486891385767791,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
59,7.171615076655679,0.0,0,0,1.1,93.994,-36.4,0.06961058793586154,0.08252674477840041,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
41,8.118754973507656,0.0,0,0,-2.9,92.963,-40.8,0.10754749869269653,0.13615205585725368,0.10486891385767791,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,5.508401424322756,0.0,0,0,1.4,94.465,-41.8,0.06961058793586154,0.07805255023183925,0.10486891385767791,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
37,5.703090776354412,0.778381109247145,0,0,-1.8,93.075,-47.1,0.12959621024137152,0.1093011688634668,0.20618556701030927,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
44,9.245008763803547,0.778381109247145,0,0,1.4,93.444,-36.1,0.07694601849090367,0.1093011688634668,0.10668207202002696,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
33,6.432131619958792,0.0,0,0,1.1,93.994,-36.4,0.07694601849090367,0.1093011688634668,0.06405997103671522,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38,6.731794059723926,0.5548258291803478,0,0,-1.8,93.075,-47.1,0.11289674568099639,0.13615205585725368,0.20618556701030927,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25,10.003591231244469,0.778381109247145,0,1,-1.8,92.893,-46.2,0.06961058793586154,0.07805255023183925,0.06405997103671522,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,7.980772236350328,0.0,1,1,-1.8,93.075,-47.1,0.12959621024137152,0.1093011688634668,0.20618556701030927,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
34,7.090572341678018,0.0,0,1,-1.8,92.893,-46.2,0.12959621024137152,0.13615205585725368,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8.126183116331685,0.0,0,1,-1.8,92.893,-46.2,0.12959621024137152,0.13615205585725368,0.06405997103671522,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,6.660811761310742,0.0,0,0,1.4,93.444,-36.1,0.12959621024137152,0.11116071428571428,0.10668207202002696,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
37,7.6312246271010205,0.0,0,0,-1.8,92.893,-46.2,0.07694601849090367,0.07805255023183925,0.06405997103671522,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
36,6.399642190172347,1.0889861982510358,0,0,1.4,93.918,-42.7,0.12959621024137152,0.13615205585725368,0.09012244897959183,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
59,10.3621303107796,0.9861469659570709,0,0,1.4,93.918,-42.7,0.2544338335607094,0.13615205585725368,0.09012244897959183,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
